TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
1431.33,Debit,Charlotte,ATM,30.0,Doctor,49.0,1.0,5567.98,2
142.55,Debit,Kansas City,Online,67.0,Doctor,97.0,1.0,1262.68,2
35.94,Credit,Fresno,Branch,23.0,Student,141.0,1.0,1697.28,3
24.86,Debit,Jacksonville,Branch,58.0,Engineer,292.0,1.0,2591.65,2
103.08,Debit,San Francisco,Online,60.0,Doctor,109.0,1.0,12002.16,2
116.27,Debit,Portland,Online,57.0,Engineer,94.0,1.0,8726.92,2
363.84,Debit,Columbus,Online,73.0,Retired,118.0,3.0,5415.64,0
50.9,Credit,Jacksonville,Online,28.0,Student,150.0,1.0,1277.7,3
206.84,Debit,Philadelphia,Branch,20.0,Student,154.0,1.0,454.66,3
199.37,Debit,Chicago,Online,24.0,Student,79.0,1.0,1331.3,3
1360.01,Credit,Phoenix,Branch,67.0,Retired,218.0,1.0,6601.5,1
18.23,Debit,Nashville,ATM,56.0,Engineer,28.0,1.0,8422.2,2
398.7,Debit,Albuquerque,ATM,47.0,Doctor,276.0,1.0,7987.74,2
378.2,Debit,Mesa,Branch,40.0,Engineer,167.0,1.0,7372.81,2
124.74,Debit,Los Angeles,ATM,49.0,Engineer,33.0,1.0,2987.97,2
17.1,Debit,Albuquerque,ATM,53.0,Retired,101.0,1.0,1619.54,2
287.05,Debit,Milwaukee,ATM,22.0,Student,212.0,1.0,1204.65,3
874.72,Debit,San Francisco,Online,28.0,Engineer,173.0,1.0,4630.58,2
1762.28,Debit,Memphis,ATM,24.0,Student,150.0,1.0,1380.34,3
40.12,Credit,Dallas,ATM,36.0,Doctor,269.0,1.0,14304.38,1
125.0,Credit,Indianapolis,Online,49.0,Engineer,177.0,1.0,3215.76,1
348.44,Debit,Baltimore,Online,24.0,Student,147.0,1.0,1022.94,3
128.4,Debit,Tucson,ATM,69.0,Retired,31.0,1.0,2610.64,2
320.93,Debit,Atlanta,Online,55.0,Engineer,178.0,1.0,9451.66,2
1.41,Debit,Sacramento,ATM,53.0,Retired,278.0,1.0,1244.17,2
50.52,Debit,Los Angeles,Branch,54.0,Doctor,293.0,1.0,12815.24,2
383.95,Credit,San Diego,Online,31.0,Engineer,143.0,1.0,9933.56,1
12.94,Debit,Fresno,Branch,23.0,Student,158.0,1.0,921.23,3
329.75,Debit,Sacramento,Online,56.0,Retired,211.0,1.0,6009.43,2
981.76,Debit,Milwaukee,Online,45.0,Doctor,234.0,1.0,602.36,2
99.25,Credit,Phoenix,Online,63.0,Retired,93.0,1.0,2570.34,1
150.6,Debit,Miami,ATM,69.0,Retired,59.0,1.0,3240.14,2
29.5,Debit,San Antonio,Online,73.0,Retired,129.0,1.0,1229.32,2
54.34,Debit,Albuquerque,ATM,65.0,Doctor,46.0,1.0,8019.89,2
18.25,Debit,Kansas City,ATM,53.0,Doctor,18.0,1.0,14328.29,2
633.87,Debit,Kansas City,Online,27.0,Student,175.0,1.0,330.16,3
81.15,Debit,Miami,ATM,19.0,Student,114.0,1.0,1595.26,3
83.95,Debit,New York,Online,75.0,Retired,170.0,1.0,7413.18,2
410.4,Credit,Virginia Beach,ATM,61.0,Retired,78.0,1.0,2563.91,1
172.68,Debit,Baltimore,ATM,33.0,Doctor,17.0,1.0,10724.95,2
139.88,Debit,Colorado Springs,ATM,34.0,Engineer,162.0,1.0,2969.71,2
165.55,Debit,Dallas,Branch,28.0,Student,115.0,1.0,761.78,3
53.79,Credit,Philadelphia,ATM,54.0,Engineer,137.0,3.0,6229.36,0
285.69,Debit,Miami,ATM,63.0,Retired,35.0,1.0,2552.54,2
532.4,Debit,Jacksonville,ATM,22.0,Student,149.0,1.0,1033.73,3
293.85,Debit,Charlotte,Online,25.0,Student,144.0,1.0,1919.97,3
27.94,Debit,Atlanta,Branch,79.0,Retired,120.0,1.0,1893.44,2
270.36,Debit,Oklahoma City,ATM,25.0,Student,37.0,1.0,1783.04,3
112.66,Debit,Philadelphia,Online,29.0,Engineer,176.0,3.0,852.98,0
506.03,Debit,Detroit,Branch,21.0,Student,21.0,1.0,1123.89,3
206.95,Debit,Seattle,Branch,22.0,Student,31.0,1.0,1817.65,3
350.96,Debit,Tucson,ATM,63.0,Retired,167.0,1.0,5463.94,2
261.63,Debit,Chicago,Branch,20.0,Student,150.0,1.0,477.03,3
46.12,Debit,Fresno,Branch,59.0,Doctor,30.0,1.0,8874.01,2
27.25,Credit,Kansas City,Branch,63.0,Retired,92.0,1.0,5365.2,1
1353.93,Debit,El Paso,Branch,26.0,Engineer,171.0,1.0,7858.41,2
331.66,Debit,Las Vegas,ATM,76.0,Retired,145.0,1.0,7216.3,2
667.95,Credit,Oklahoma City,ATM,62.0,Doctor,253.0,1.0,13558.56,1
556.04,Debit,Denver,ATM,72.0,Retired,27.0,1.0,5200.04,2
88.06,Credit,Raleigh,Online,18.0,Student,288.0,1.0,1779.85,3
67.25,Debit,Miami,Online,19.0,Student,157.0,1.0,467.4,3
93.63,Debit,New York,ATM,29.0,Engineer,141.0,1.0,9873.62,2
41.13,Credit,Philadelphia,Branch,77.0,Retired,58.0,1.0,6067.54,1
192.02,Credit,Indianapolis,Online,79.0,Retired,154.0,1.0,5169.07,1
291.27,Debit,Detroit,Branch,77.0,Retired,121.0,1.0,6878.86,2
341.84,Credit,El Paso,Branch,27.0,Student,89.0,1.0,1400.04,3
98.41,Debit,Sacramento,Online,27.0,Student,48.0,1.0,912.71,3
109.28,Debit,San Diego,Online,36.0,Engineer,112.0,4.0,6338.35,0
27.51,Credit,Columbus,Online,40.0,Doctor,103.0,1.0,13645.63,1
25.77,Credit,San Diego,Online,45.0,Doctor,277.0,1.0,11749.77,1
127.57,Debit,Nashville,ATM,52.0,Retired,75.0,1.0,6118.2,2
392.05,Debit,Denver,ATM,60.0,Engineer,172.0,1.0,4383.69,2
521.01,Credit,Seattle,Branch,41.0,Engineer,73.0,1.0,4004.55,1
849.76,Debit,Seattle,ATM,25.0,Student,269.0,1.0,373.88,3
172.5,Debit,Columbus,Online,68.0,Doctor,31.0,1.0,6851.16,2
152.34,Debit,Omaha,Branch,55.0,Doctor,115.0,1.0,6853.51,2
21.13,Debit,Dallas,Branch,28.0,Student,153.0,1.0,948.7,3
111.55,Debit,Denver,ATM,46.0,Doctor,101.0,1.0,12221.17,2
321.82,Credit,Raleigh,Branch,32.0,Engineer,43.0,1.0,6500.5,1
1294.81,Credit,Washington,Branch,45.0,Engineer,279.0,1.0,9927.75,1
148.77,Debit,San Jose,Branch,67.0,Retired,175.0,1.0,2138.42,2
566.33,Credit,Charlotte,ATM,24.0,Student,66.0,1.0,379.82,3
180.94,Debit,Raleigh,Branch,75.0,Retired,57.0,1.0,7659.99,2
77.9,Debit,Washington,Branch,21.0,Student,128.0,1.0,664.72,3
318.92,Credit,Washington,Branch,21.0,Student,60.0,1.0,1167.25,3
100.68,Debit,Memphis,Online,63.0,Retired,139.0,1.0,1123.75,2
589.64,Debit,Charlotte,Online,62.0,Retired,210.0,1.0,2039.4,2
225.93,Credit,Omaha,Branch,25.0,Student,199.0,1.0,1864.27,3
651.55,Debit,Phoenix,Online,72.0,Retired,82.0,1.0,2325.78,2
80.97,Debit,Seattle,Online,38.0,Doctor,157.0,1.0,5926.31,2
191.89,Debit,San Antonio,Branch,25.0,Student,14.0,1.0,399.57,3
304.75,Credit,Austin,Branch,78.0,Retired,125.0,1.0,1916.34,1
201.53,Debit,Tucson,Online,68.0,Retired,287.0,1.0,2732.86,2
8.45,Debit,Philadelphia,ATM,22.0,Student,141.0,1.0,1115.3,3
743.24,Credit,Indianapolis,Online,19.0,Student,109.0,1.0,1024.19,3
16.27,Debit,Atlanta,ATM,57.0,Doctor,44.0,1.0,10971.32,2
290.86,Debit,Louisville,Online,45.0,Doctor,36.0,1.0,14631.88,2
555.71,Credit,Boston,Branch,22.0,Student,73.0,1.0,830.37,3
73.01,Credit,Milwaukee,Online,25.0,Student,62.0,1.0,1997.33,3
346.12,Debit,San Francisco,Branch,44.0,Doctor,12.0,1.0,13084.27,2
1.93,Debit,Chicago,Branch,47.0,Doctor,175.0,5.0,5684.09,0
238.54,Debit,Indianapolis,ATM,19.0,Student,12.0,4.0,868.91,0
7.56,Debit,Milwaukee,ATM,40.0,Doctor,145.0,1.0,8528.72,2
540.4,Debit,Houston,Branch,45.0,Doctor,272.0,1.0,425.77,2
264.14,Debit,Baltimore,ATM,64.0,Doctor,125.0,1.0,8459.26,2
248.15,Debit,Milwaukee,ATM,75.0,Retired,202.0,1.0,2649.23,2
24.34,Debit,Raleigh,Branch,54.0,Engineer,110.0,1.0,6659.12,2
428.61,Debit,Fort Worth,ATM,66.0,Doctor,62.0,1.0,11937.04,2
117.66,Credit,Memphis,Branch,39.0,Doctor,126.0,1.0,6794.17,1
165.8,Debit,Nashville,Online,60.0,Engineer,287.0,1.0,2064.76,2
289.18,Debit,Baltimore,ATM,65.0,Retired,64.0,1.0,3139.75,2
125.39,Debit,Los Angeles,ATM,21.0,Student,140.0,1.0,202.69,3
506.9,Credit,Houston,Branch,64.0,Doctor,56.0,1.0,11471.87,1
504.12,Credit,Baltimore,Branch,25.0,Student,101.0,1.0,1107.28,3
42.09,Debit,Denver,Branch,29.0,Engineer,118.0,1.0,5526.28,2
607.28,Debit,Baltimore,ATM,32.0,Doctor,84.0,1.0,9679.68,2
91.9,Debit,Chicago,Online,77.0,Retired,125.0,1.0,1033.94,2
303.43,Debit,Virginia Beach,Branch,22.0,Student,30.0,1.0,1833.24,3
668.78,Debit,Mesa,ATM,20.0,Student,141.0,1.0,983.68,3
270.54,Credit,Sacramento,ATM,20.0,Student,139.0,1.0,269.78,3
247.93,Debit,Indianapolis,Branch,37.0,Engineer,79.0,1.0,9801.48,2
34.67,Debit,Chicago,Online,19.0,Student,71.0,1.0,888.6,3
326.03,Credit,New York,Online,18.0,Student,137.0,1.0,290.24,3
1086.6,Debit,San Diego,Online,19.0,Student,38.0,1.0,1605.67,3
373.99,Debit,Sacramento,ATM,60.0,Doctor,140.0,1.0,8590.5,2
819.48,Debit,Virginia Beach,ATM,25.0,Student,26.0,1.0,1804.5,3
14.0,Debit,San Antonio,ATM,49.0,Engineer,173.0,1.0,7975.18,2
57.16,Debit,Columbus,ATM,40.0,Engineer,74.0,1.0,222.22,2
282.26,Debit,Memphis,Online,37.0,Engineer,278.0,1.0,6857.2,2
473.2,Debit,Houston,Online,34.0,Doctor,173.0,1.0,248.52,2
192.97,Debit,Sacramento,ATM,59.0,Retired,140.0,1.0,3019.04,2
168.99,Debit,Baltimore,ATM,18.0,Student,203.0,1.0,1523.57,3
1.82,Debit,San Francisco,Online,80.0,Retired,60.0,1.0,5571.39,2
40.9,Debit,Charlotte,ATM,55.0,Doctor,37.0,1.0,1514.34,2
78.91,Debit,Sacramento,Online,61.0,Doctor,157.0,1.0,1817.43,2
169.97,Credit,San Diego,ATM,22.0,Student,12.0,1.0,6269.12,3
17.79,Debit,Jacksonville,Branch,61.0,Retired,162.0,5.0,2281.9,0
486.61,Credit,Sacramento,ATM,48.0,Engineer,130.0,1.0,2006.69,1
148.13,Debit,Phoenix,Branch,58.0,Retired,56.0,1.0,2189.38,2
164.52,Debit,Dallas,ATM,61.0,Doctor,162.0,1.0,11036.74,2
268.7,Debit,Milwaukee,ATM,53.0,Retired,63.0,1.0,2104.74,2
637.34,Debit,Indianapolis,ATM,51.0,Retired,278.0,1.0,5183.5,2
216.76,Credit,Omaha,Online,47.0,Engineer,138.0,1.0,643.64,1
418.02,Debit,Los Angeles,ATM,46.0,Doctor,110.0,1.0,11011.86,2
292.03,Credit,Memphis,ATM,46.0,Engineer,154.0,1.0,951.33,1
251.4,Debit,Tucson,ATM,57.0,Retired,178.0,1.0,2561.67,2
184.56,Debit,Virginia Beach,Online,21.0,Student,93.0,1.0,1549.27,3
33.76,Debit,Seattle,Online,26.0,Engineer,227.0,1.0,3253.51,2
1612.37,Debit,Los Angeles,ATM,65.0,Retired,173.0,1.0,3910.59,2
138.68,Credit,Colorado Springs,Branch,22.0,Student,44.0,1.0,206.2,3
42.56,Debit,Fresno,Online,18.0,Student,146.0,1.0,4361.44,3
53.83,Debit,Baltimore,Branch,70.0,Retired,131.0,1.0,4580.59,2
11.09,Debit,Charlotte,Branch,51.0,Engineer,95.0,1.0,2990.05,2
449.18,Debit,Denver,Online,67.0,Retired,50.0,1.0,1025.99,2
1135.8,Debit,San Diego,ATM,30.0,Doctor,250.0,1.0,13534.3,2
297.6,Debit,Milwaukee,Online,39.0,Doctor,162.0,1.0,1461.17,2
683.75,Debit,Las Vegas,Branch,32.0,Doctor,106.0,1.0,6333.72,2
315.94,Debit,Omaha,ATM,78.0,Retired,93.0,1.0,4273.99,2
331.32,Debit,Sacramento,Branch,61.0,Doctor,137.0,5.0,13054.54,0
223.76,Credit,Boston,Branch,74.0,Retired,110.0,1.0,4102.23,1
216.03,Debit,Boston,ATM,42.0,Doctor,300.0,1.0,10462.77,2
17.42,Debit,Dallas,ATM,74.0,Retired,150.0,1.0,6851.31,2
491.91,Debit,Milwaukee,Online,78.0,Retired,155.0,1.0,2421.94,2
218.07,Debit,Austin,Branch,23.0,Student,243.0,1.0,443.62,3
422.14,Credit,Albuquerque,Branch,26.0,Student,109.0,1.0,1436.32,3
613.21,Debit,Tucson,ATM,61.0,Retired,157.0,1.0,3279.12,2
73.83,Debit,Las Vegas,Online,69.0,Doctor,69.0,1.0,6020.29,2
67.33,Debit,Detroit,Online,59.0,Engineer,36.0,1.0,5925.98,2
26.92,Debit,Indianapolis,ATM,62.0,Retired,43.0,1.0,1674.94,2
18.3,Debit,Mesa,Online,48.0,Engineer,155.0,1.0,3733.52,2
317.94,Debit,Los Angeles,ATM,54.0,Engineer,124.0,1.0,2996.51,2
179.38,Debit,Mesa,Online,40.0,Doctor,173.0,1.0,11666.18,2
13.92,Debit,Los Angeles,ATM,37.0,Engineer,209.0,1.0,2735.84,2
365.43,Debit,Portland,ATM,25.0,Student,176.0,1.0,1073.51,3
263.59,Debit,Dallas,Branch,71.0,Retired,16.0,1.0,6996.35,2
54.8,Debit,Albuquerque,Branch,34.0,Engineer,140.0,1.0,4943.49,2
31.39,Debit,Tucson,ATM,20.0,Student,15.0,1.0,998.49,3
5.71,Debit,Tucson,Branch,21.0,Student,106.0,1.0,1285.42,3
178.39,Debit,Tucson,Online,34.0,Engineer,98.0,1.0,8469.43,2
36.09,Debit,Columbus,Branch,53.0,Doctor,167.0,1.0,12319.26,2
91.77,Debit,Omaha,Branch,51.0,Doctor,174.0,1.0,9240.73,2
137.81,Debit,Detroit,Branch,58.0,Engineer,44.0,1.0,2631.47,2
256.34,Debit,Kansas City,Branch,69.0,Retired,99.0,1.0,7471.63,2
56.11,Debit,Boston,Branch,36.0,Doctor,109.0,1.0,11123.65,2
118.1,Debit,Fort Worth,ATM,50.0,Engineer,50.0,1.0,7976.6,2
137.86,Credit,Sacramento,Online,66.0,Doctor,120.0,1.0,8046.94,1
813.78,Credit,Atlanta,ATM,54.0,Doctor,55.0,1.0,14935.5,1
237.97,Debit,Columbus,ATM,69.0,Doctor,69.0,1.0,13486.15,2
684.96,Debit,Mesa,ATM,21.0,Student,31.0,1.0,526.67,3
878.63,Debit,Columbus,ATM,60.0,Engineer,139.0,1.0,4954.37,2
276.56,Debit,Austin,Branch,68.0,Doctor,15.0,1.0,8942.58,2
8.75,Debit,Louisville,ATM,79.0,Retired,199.0,1.0,4044.62,2
637.48,Debit,Colorado Springs,Online,65.0,Retired,207.0,1.0,4148.85,2
103.15,Debit,San Diego,Branch,51.0,Doctor,179.0,1.0,11388.15,2
505.6,Debit,Denver,Branch,52.0,Retired,183.0,1.0,5347.57,2
371.86,Debit,Miami,ATM,46.0,Doctor,91.0,1.0,1329.45,2
14.26,Debit,Virginia Beach,Branch,50.0,Engineer,37.0,1.0,2475.65,2
13.16,Debit,Mesa,Branch,43.0,Engineer,98.0,1.0,1019.46,2
167.92,Debit,Memphis,ATM,40.0,Doctor,136.0,2.0,14321.73,2
73.01,Debit,Houston,ATM,56.0,Retired,101.0,1.0,2833.12,2
201.5,Credit,Dallas,Online,61.0,Doctor,196.0,1.0,12148.32,1
150.3,Debit,Las Vegas,Online,41.0,Doctor,204.0,1.0,14371.08,2
23.7,Debit,San Francisco,ATM,46.0,Doctor,32.0,1.0,7947.44,2
49.59,Debit,Boston,Branch,48.0,Engineer,147.0,1.0,6037.03,2
720.13,Credit,Omaha,ATM,22.0,Student,96.0,1.0,387.02,3
134.92,Debit,Los Angeles,Online,19.0,Student,101.0,1.0,1081.97,3
116.97,Debit,Oklahoma City,ATM,18.0,Student,299.0,1.0,729.7,3
11.06,Debit,Colorado Springs,ATM,34.0,Engineer,13.0,3.0,2782.21,0
88.29,Credit,Houston,Online,50.0,Engineer,287.0,1.0,5245.93,1
5.81,Debit,Houston,ATM,25.0,Student,222.0,1.0,1290.95,3
103.48,Debit,Baltimore,ATM,32.0,Engineer,33.0,1.0,6494.25,2
156.74,Debit,Oklahoma City,ATM,70.0,Retired,136.0,1.0,4004.35,2
505.14,Debit,Portland,ATM,68.0,Retired,179.0,1.0,2525.47,2
31.06,Debit,Kansas City,ATM,46.0,Doctor,61.0,1.0,11014.25,2
7.61,Debit,Atlanta,ATM,50.0,Doctor,163.0,1.0,6275.0,2
276.16,Credit,Portland,ATM,53.0,Retired,71.0,1.0,1733.34,1
145.77,Debit,Memphis,ATM,68.0,Retired,237.0,1.0,5294.98,2
369.44,Debit,Detroit,Online,34.0,Engineer,19.0,1.0,5018.67,2
558.86,Debit,Austin,ATM,60.0,Doctor,95.0,1.0,9844.32,2
429.15,Debit,Las Vegas,Branch,26.0,Student,218.0,1.0,712.13,3
36.74,Debit,Tucson,Branch,33.0,Doctor,133.0,1.0,6217.58,2
79.14,Credit,Portland,Online,57.0,Retired,22.0,1.0,2229.56,1
132.48,Debit,Charlotte,Branch,36.0,Engineer,101.0,1.0,9313.05,2
136.48,Debit,Charlotte,Online,52.0,Engineer,138.0,4.0,4618.53,0
203.76,Debit,Colorado Springs,Branch,55.0,Retired,37.0,1.0,6747.16,2
750.95,Debit,Chicago,Branch,78.0,Retired,27.0,1.0,5134.37,2
0.84,Debit,Austin,ATM,52.0,Engineer,31.0,1.0,2207.54,2
257.18,Debit,Los Angeles,Online,67.0,Doctor,28.0,1.0,13336.15,2
767.66,Debit,San Jose,ATM,63.0,Doctor,155.0,1.0,1801.69,2
182.29,Debit,San Diego,Online,54.0,Doctor,123.0,1.0,522.39,2
184.51,Credit,Portland,Online,54.0,Doctor,118.0,1.0,9381.64,1
451.31,Debit,Fort Worth,ATM,62.0,Retired,166.0,5.0,2963.29,0
144.1,Debit,Chicago,Branch,57.0,Doctor,30.0,1.0,11523.64,2
72.5,Debit,Fort Worth,ATM,40.0,Doctor,30.0,1.0,12723.62,2
74.11,Credit,Virginia Beach,Online,69.0,Retired,71.0,4.0,3920.11,0
22.15,Debit,Denver,Branch,44.0,Doctor,73.0,1.0,7451.83,2
777.92,Debit,Austin,Branch,62.0,Doctor,97.0,1.0,7061.58,2
790.07,Debit,Miami,Online,28.0,Student,197.0,1.0,985.77,3
767.41,Debit,Fort Worth,ATM,56.0,Doctor,27.0,1.0,12799.34,2
4.58,Credit,Atlanta,Online,21.0,Student,135.0,1.0,811.24,3
49.67,Debit,Atlanta,Online,21.0,Student,146.0,1.0,842.94,3
77.83,Credit,Kansas City,Branch,49.0,Engineer,146.0,1.0,2471.53,1
702.87,Debit,Washington,ATM,19.0,Student,184.0,1.0,1237.5,3
868.05,Credit,San Diego,Online,49.0,Engineer,119.0,1.0,3931.03,1
52.87,Debit,Indianapolis,Branch,24.0,Student,70.0,1.0,960.96,3
179.0,Debit,Houston,ATM,78.0,Retired,121.0,1.0,7310.88,2
1168.26,Credit,Philadelphia,Online,73.0,Retired,37.0,1.0,1385.74,1
384.11,Debit,Fort Worth,ATM,58.0,Retired,12.0,1.0,7902.52,2
227.61,Debit,Houston,Online,71.0,Retired,61.0,1.0,4405.28,2
40.83,Debit,Indianapolis,ATM,48.0,Engineer,24.0,1.0,3944.12,2
484.24,Debit,Raleigh,Branch,67.0,Doctor,77.0,1.0,8042.3,2
301.47,Debit,Colorado Springs,Branch,21.0,Student,291.0,1.0,560.73,3
199.09,Debit,Detroit,Online,70.0,Doctor,89.0,1.0,1658.52,2
515.94,Debit,San Francisco,ATM,29.0,Engineer,37.0,1.0,1389.89,2
41.93,Debit,Fresno,ATM,48.0,Engineer,136.0,1.0,5081.26,2
95.35,Debit,Chicago,Online,21.0,Student,131.0,1.0,1639.9,3
93.14,Debit,Memphis,Online,67.0,Retired,151.0,1.0,5473.82,2
1427.71,Debit,New York,Branch,64.0,Doctor,159.0,1.0,1729.26,2
79.33,Credit,Las Vegas,Online,51.0,Doctor,109.0,1.0,14798.1,1
233.71,Debit,Jacksonville,Online,19.0,Student,297.0,1.0,1231.98,3
14.92,Debit,Las Vegas,Branch,26.0,Engineer,120.0,1.0,6611.26,2
242.17,Debit,Jacksonville,ATM,60.0,Doctor,147.0,1.0,883.72,2
122.98,Debit,Jacksonville,Online,79.0,Retired,228.0,1.0,5055.99,2
129.35,Debit,Las Vegas,ATM,52.0,Engineer,130.0,1.0,7166.88,2
138.33,Debit,Dallas,Online,21.0,Student,69.0,1.0,232.56,3
39.31,Debit,Portland,Online,25.0,Student,178.0,1.0,1236.38,3
91.85,Debit,Seattle,Online,21.0,Student,148.0,1.0,802.09,3
277.7,Debit,Nashville,Branch,58.0,Engineer,107.0,1.0,1423.2,2
114.03,Debit,Portland,ATM,51.0,Doctor,172.0,1.0,13388.56,2
302.63,Credit,San Jose,Branch,27.0,Engineer,10.0,1.0,2801.28,1
31.19,Debit,Charlotte,ATM,52.0,Engineer,74.0,1.0,5545.96,2
112.91,Credit,Tucson,Online,27.0,Engineer,135.0,1.0,4764.48,1
742.26,Debit,San Diego,Online,27.0,Engineer,36.0,1.0,7868.19,2
256.8,Debit,Charlotte,ATM,26.0,Student,80.0,1.0,1128.38,3
378.68,Debit,Fort Worth,ATM,60.0,Doctor,239.0,1.0,7627.04,2
571.93,Debit,Washington,Online,52.0,Retired,119.0,1.0,4026.03,2
26.31,Credit,Austin,Online,77.0,Retired,163.0,1.0,7095.76,1
533.61,Debit,Mesa,Online,48.0,Engineer,115.0,1.0,3656.93,2
428.62,Debit,Raleigh,Branch,55.0,Retired,72.0,1.0,3473.24,2
361.22,Debit,Raleigh,ATM,64.0,Retired,167.0,1.0,7061.73,2
837.29,Debit,Phoenix,Branch,25.0,Student,216.0,1.0,6012.67,3
135.27,Debit,Atlanta,ATM,48.0,Doctor,131.0,1.0,9410.51,2
185.1,Debit,Albuquerque,Branch,53.0,Retired,23.0,1.0,6115.63,2
354.96,Debit,Fort Worth,Online,69.0,Doctor,96.0,1.0,6712.94,2
224.22,Debit,Fresno,Branch,53.0,Doctor,37.0,1.0,8400.87,2
737.1,Debit,Washington,ATM,60.0,Retired,92.0,1.0,4644.19,2
223.22,Debit,Fort Worth,ATM,27.0,Student,96.0,1.0,1734.22,3
557.26,Debit,San Jose,ATM,69.0,Doctor,53.0,1.0,5237.12,2
1496.57,Debit,Memphis,Online,33.0,Engineer,95.0,1.0,969.06,3
27.44,Debit,Boston,ATM,62.0,Retired,164.0,1.0,5950.48,2
310.09,Debit,Detroit,Branch,36.0,Doctor,166.0,1.0,9962.5,2
80.38,Debit,Kansas City,Online,52.0,Doctor,116.0,1.0,9662.88,2
26.1,Credit,Detroit,Branch,66.0,Doctor,115.0,1.0,5243.0,1
845.14,Credit,Oklahoma City,Branch,73.0,Retired,183.0,1.0,1702.65,1
59.73,Debit,Fresno,ATM,27.0,Student,56.0,1.0,800.93,3
758.77,Debit,San Antonio,ATM,60.0,Engineer,114.0,1.0,7231.47,2
301.51,Debit,Charlotte,ATM,22.0,Student,284.0,1.0,1052.31,3
118.06,Credit,Las Vegas,Branch,32.0,Doctor,31.0,1.0,13560.63,1
483.92,Debit,New York,ATM,70.0,Retired,115.0,1.0,3138.0,2
78.93,Debit,Mesa,ATM,38.0,Doctor,145.0,1.0,9916.24,2
36.63,Debit,Miami,ATM,75.0,Retired,261.0,1.0,7941.73,2
87.85,Debit,Colorado Springs,Branch,49.0,Engineer,63.0,1.0,3753.24,2
1001.83,Debit,Philadelphia,Online,31.0,Doctor,55.0,1.0,9733.83,2
705.34,Debit,Washington,Online,59.0,Doctor,124.0,1.0,5003.22,2
146.55,Debit,Virginia Beach,Online,54.0,Retired,124.0,5.0,4087.44,0
116.89,Debit,Columbus,Online,71.0,Retired,226.0,1.0,4880.31,2
106.41,Debit,Los Angeles,Branch,57.0,Retired,87.0,1.0,1310.38,2
1087.9,Debit,Boston,ATM,78.0,Retired,103.0,1.0,2513.51,2
584.41,Debit,Las Vegas,ATM,23.0,Student,41.0,1.0,4475.22,3
584.98,Credit,Chicago,Branch,55.0,Retired,121.0,1.0,6521.05,1
79.21,Debit,Colorado Springs,Branch,56.0,Retired,140.0,1.0,1615.04,2
173.13,Credit,Atlanta,Online,20.0,Student,288.0,1.0,1490.34,3
1225.5,Credit,Las Vegas,Online,50.0,Doctor,109.0,1.0,8611.17,1
422.81,Debit,Los Angeles,Branch,28.0,Student,193.0,1.0,1929.28,3
135.43,Debit,San Jose,ATM,57.0,Retired,92.0,1.0,5315.83,2
308.94,Debit,Los Angeles,Online,25.0,Student,167.0,1.0,1931.66,3
295.93,Debit,Boston,Branch,36.0,Doctor,117.0,1.0,1050.63,2
1512.99,Debit,Philadelphia,Online,19.0,Student,50.0,1.0,9963.39,3
77.44,Debit,Washington,Branch,58.0,Retired,268.0,1.0,1950.63,2
92.5,Credit,Seattle,Online,40.0,Engineer,70.0,1.0,6295.45,1
97.74,Credit,Los Angeles,Online,41.0,Engineer,137.0,1.0,4113.63,1
291.68,Debit,Columbus,ATM,21.0,Student,90.0,1.0,1451.02,3
56.96,Debit,Albuquerque,ATM,22.0,Student,135.0,1.0,1597.85,3
436.8,Debit,Seattle,Online,27.0,Student,92.0,1.0,1256.33,3
259.49,Debit,Austin,Online,72.0,Retired,292.0,1.0,7320.61,2
726.26,Debit,Omaha,Online,57.0,Retired,147.0,1.0,2150.38,2
568.68,Debit,Houston,ATM,72.0,Retired,101.0,1.0,2940.04,2
999.28,Debit,Boston,Online,29.0,Engineer,40.0,1.0,4272.41,2
14.16,Credit,Oklahoma City,Branch,74.0,Retired,290.0,1.0,5399.76,1
1142.83,Credit,Omaha,Branch,61.0,Retired,48.0,1.0,2467.39,1
61.33,Debit,Raleigh,ATM,27.0,Engineer,129.0,1.0,7537.4,2
27.64,Debit,New York,Online,54.0,Engineer,23.0,1.0,7498.51,2
3.85,Debit,San Jose,ATM,29.0,Doctor,32.0,1.0,10506.41,2
431.22,Credit,Austin,Branch,73.0,Retired,129.0,1.0,6505.98,1
178.55,Debit,Houston,Branch,55.0,Engineer,67.0,1.0,7568.4,2
248.76,Debit,Denver,ATM,18.0,Student,56.0,1.0,546.46,3
76.16,Debit,San Francisco,ATM,23.0,Student,99.0,1.0,1072.25,3
347.25,Debit,Indianapolis,ATM,69.0,Doctor,250.0,1.0,7273.55,2
325.98,Debit,Washington,ATM,19.0,Student,277.0,1.0,782.35,3
249.56,Debit,New York,Branch,76.0,Retired,246.0,1.0,4444.95,2
17.43,Debit,Albuquerque,ATM,56.0,Doctor,33.0,1.0,10658.88,2
198.01,Credit,Austin,Branch,26.0,Student,40.0,1.0,250.93,3
585.58,Debit,Raleigh,Branch,23.0,Student,55.0,1.0,1729.02,3
434.67,Credit,Virginia Beach,Online,27.0,Student,124.0,1.0,1298.13,3
